			Laufnummer	Autor, Herausgeber oder Institution	Titel	Zeitschrift/Zeitung	Kategorien	Schlagwörter
0	0	0	1935	Pasterski, Vickie; Mastroyannopoulou, Kiki; Wright, Deborah; Zucker, Kenneth J.; Hughes, Ieuan A.	Predictors of posttraumatic stress in parents of children diagnosed with a disorder of sex development	Archives of Sexual Behavior	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 5 Adressat_innen; 5.3 Eltern und Familie	Eltern // parents; Sexuelle Entwicklung // sexual development; sexuelle Gesundheit // sexual health; Trauma // trauma
0	0	0	1655	Pasura, Dominic; Jones, Adele D.; Hafner, James A. H.; Maharaj, Priya E.; Nathaniel-DeCaires, Karene; Johnson, Emmanuel Janagan	Competing meanings of childhood and the social construction of child sexual abuse in the Caribbean	Childhood	1 Sozialer Kontext; 1.2 Diskurse; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Diskurs // discourse; Kinder // children; sexueller Kindesmissbrauch // child sexual abuse
0	0	0	2367	Patell, Leigh; Saenz, Lauren P.	Immigration, Undocumented Students, and Sexuality Education in Schools		1 Sozialer Kontext; 1.1 Policies; 1.2 Diskurse; 3 Fokus; 3.1 Sexualpädagogik	Geflohene // refugees; Migration // migration; Sexualerziehung // sex ed; Sexuelle Bildung // sexuality education
0	0	0	1953	Patrick, Megan E.; Lee, Christine M.	Sexual motivations and engagement in sexual behavior during the transition to college	Archives of Sexual Behavior	2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Nordamerika // North America; sexuelles Verhalten // sexual behaviour; Student*innen // college students; Universität // college
0	0	0	1881	Patrick, Megan E.; Maggs, Jennifer L.	Profiles of motivations for alcohol use and sexual behavior among first-year university students	Journal of Adolescence	2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Drogenkonsum // substance consumption; Einstellungen // attitudes; Nordamerika // North America; sexuelles Verhalten // sexual behaviour; Student*innen // college students
0	0	0	1763	Patrick, Megan E.; Morgan, Nicole; Maggs, Jennifer L.; Lefkowitz, Eva S.	"I got your back": friends' understandings regarding college student spring break behavior	Journal of Youth and Adolescence	5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Drogenkonsum // substance consumption; Nordamerika // North America; Peergruppe // peer group; Risiko // risk; sexuelles Verhalten // sexual behaviour; Student*innen // college students
0	0	0	1834	Pavlakis, D.	Reputation and the Sexual Abuse of Boys	Men and Masculinities	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Europa // Europe; Geschichte // history; Jungen // boys; Männlichkeit // masculinity; sexueller Kindesmissbrauch // child sexual abuse; Vergewaltigung // rape
0	0	0	1832	Peacock, Dean; Barker, Gary	Working with Men and Boys to Prevent Gender-based Violence	Men and Masculinities	1 Sozialer Kontext; 1.1 Policies; 1.2 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff	international // international; Jungen // boys; Männer // men; Männlichkeit // masculinity; Policies // policies; sexuelle Gewalt // sexual violence; Vergewaltigung // rape
1	0	0	870	Pearce, Jenny J.	‘What's Going On’ to Safeguard Children and Young People from Child Sexual Exploitation	Child Abuse Review	3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Kinder- und Jugendschutz // child protection; Literaturreview // literature review; sexuelle Gewalt // sexual violence; sexueller Kindesmissbrauch // child sexual abuse
1	0	1	2006	Pearce, Jenny J.; Hynes, Patricia; Bovarnick, Silvie	Trafficked Young People		1 Sozialer Kontext; 1.2 Diskurse; 5 Adressat_innen; 5.2 Jugendliche	Europa // Europe; Großbritannien // Great Britain; Jugend // youth; Menschenhandel // human trafficking; Menschenrechte // human rights
0	0	0	1744	Pearson, Jennifer; Wilkinson, Lindsey	Family relationships and adolescent well-being: are families equally protective for same-sex attracted youth?	Journal of Youth and Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 5 Adressat_innen; 5.2 Jugendliche; 5.3 Eltern und Familie; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung	Familie // family; queer // queer
1	0	0	1136	Pebdani, Roxanna N.	Attitudes of Group Home Employees Towards the Sexuality of Individuals with Intellectual Disabilities	Sexuality and Disability	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.4 Sonderpädagogik; 2.2.7 Kinder- und Jugendhilfe; 4 Fachkräfte; 4.1 Pädagogische FK; 7 Sexualität; 7.2 Selbstbestimmung	Behinderung // disability; Betreuer*innen // caregiver; Forschungsergebnisse // research results; Heim // residential care; Sexualität // sexuality; Survey // survey; USA // USA
0	0	0	1605	Pechtel, Pia; Evans, Ian M.; Podd, John V.	Conceptualization of the complex outcomes of sexual abuse	Journal of Child Sexual Abuse	6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.3 Negative Folgen; 6.4 Resilienz	Anpassung // adaptation; Betroffene // survivors; Einstellungen // attitudes; Erwachsene // adults; Kinder // children; Männer // men; sexueller Kindesmissbrauch // child sexual abuse; Trauma // trauma
0	0	0	1259	Pendleton Jiménez, Karleen	Off the Script		1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 4 Fachkräfte; 4.1 Pädagogische FK; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung	Geschlecht // gender; Lehrer*innen // teachers; Methodensammlung // toolkit; Methodologie // methodology; Nordamerika // North America; Pädagogik // pedagogy; Schule // school; Schüler*innen // pupils; Schulklima // school climate; Selbstbestimmung // agency; Widerstand // resistance
1	0	0	906	Perdahli Fis, Nese; Arman, Ayse; Kalaca, Sibel; Berkem, Meral	Psychiatric evaluation of sexual abuse cases	Children and Youth Services Review	3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Klinik // clinic; Methodologie // methodology; sexueller Kindesmissbrauch // child sexual abuse
1	0	1	2171	Pérez-González, Alba; Guilera, Georgina; Pereda, Noemí; Jarne, Adolfo	Protective factors promoting resilience in the relation between child sexual victimization and internalizing and externalizing symptoms	Child Abuse & Neglect	3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff; 6.3 Negative Folgen; 6.4 Resilienz	Europa // Europe; Folgen // long-term effects; Forschungsergebnisse // research results; Jugend // youth; Kinder // children; Resilienz // resilience; Schutz // protection; sexuelle Gewalt // sexual violence; Spanien // Spain; Survey // survey
1	0	1	2108	Peskin, Melissa F.; Markham, Christine M.; Shegog, Ross; Temple, Jeff R.; Baumler, Elizabeth R.; Addy, Robert C.; Hernandez, Belinda; Cuccaro, Paula; Gabay, Efrat K.; Thiel, Melanie; Emery, Susan Tortolero	Prevalence and Correlates of the Perpetration of Cyber Dating Abuse among Early Adolescents	Journal of Youth and Adolescence	1 Sozialer Kontext; 1.3 Medien und Technologie; 3 Fokus; 3.1 Sexualpädagogik; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff; 7 Sexualität; 7.1 Beziehungsgestaltung	Forschungsergebnisse // research results; Gewalt in Beziehungen // dating violence; Internet // Internet; Medien // media; Mobbing // bullying; Nordamerika // North America; Prävalenz // prevalence; quantitative Forschung // quantitative research; Schüler*innen // pupils; Survey // survey; USA // USA
1	0	1	2440	Peta, Christine; McKenzie, Judith; Kathard, Harsha; Africa, Adelene	We are Not Asexual Beings	Sexuality Research and Social Policy	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 3 Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.3 Sexuelle Erfahrungen	Afrika // Africa; asexuell // asexual; Behinderung // disability; Feminismus // feminism; Forschungsergebnisse // research results; Frauen // women; Intersektionalität // intersectionality; Narration // narrative; Sexualität // sexuality; Simbabwe // Zimbabwe; Stereotype // stereotypes; Südafrika // South Africa
0	0	0	1957	Peter, Jochen; Valkenburg, Patti M.	The use of sexually explicit internet material and its antecedents: a longitudinal comparison of adolescents and adults	Archives of Sexual Behavior	1 Sozialer Kontext; 1.3 Medien und Technologie; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Europa // Europe; Internet // Internet; Jugend // youth; Medien // media; Pornografie // pornography; sexuelles Verhalten // sexual behaviour
0	0	0	984	Petering, Robin	Sexual risk, substance use, mental health, and trauma experiences of gang-involved homeless youth	Journal of Adolescence	5 Adressat_innen; 5.2 Jugendliche	Drogenkonsum // substance consumption; Gangs // gangs; Mentale Gesundheit // mental health; obdachlos // homeless; Risiko // risk
0	0	1	2113	Pfaffendorf, Jessica	Sensitive Cowboys	Gender & Society	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.3 Schicht; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 2.2.11 Sonstige; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche	Ethnographie // ethnography; Forschungsergebnisse // research results; Identität // identity; Internat // boarding school; Jugend // youth; Jungen // boys; Männer // men; Männlichkeit // masculinity; Nordamerika // North America; Privilegien // privilege; qualitative Forschung // qualitative research; qualitative Interviews // qualitative interviews; Schule // school; Schüler*innen // pupils
1	0	1	2080	Phasha, Tlakale Nareadi; Runo, Mary	Sexuality Education in Schools for Learners with Intellectual Disabilities in Kenya	Sexuality and Disability	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 2.2.4 Sonderpädagogik; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche	Afrika // Africa; Behinderung // disability; Diskriminierung // discrimination; Fokusgruppe // focus group; Forschungsergebnisse // research results; junge Erwachsene // young adults; Kenia // Kenya; Lehrer*innen // teachers; qualitative Forschung // qualitative research; Schüler*innen // pupils; Selbstbestimmung // agency; Sexualerziehung // sex ed; Sexuelle Bildung // sexuality education
0	0	0	1837	Piccigallo, Jaqueline R.; Lilley, Terry G.; Miller, Susan L.	"It's Cool to Care about Sexual Violence"	Men and Masculinities	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.4 Übergriff	Männer // men; Männlichkeit // masculinity; Prävention // prevention; sexuelle Gewalt // sexual violence; Student*innen // college students; Vergewaltigung // rape; Verhütung // contraception
0	0	1	2057	Pingel, Emily S.; Bauermeister, José A.	'Church hurt can be the worst hurt': community stakeholder perceptions of the role of Black churches in HIV prevention among young Black gay and bisexual men	Culture, Health & Sexuality	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 1.4.4 Ethnizität; 1.4.5 Religion; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.9 Kirche; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche	Bisexualität // bisexuality; Ethnizität // ethnicity; Forschungsergebnisse // research results; Gemeinde // community; Gesundheit // health; Jugend // youth; junge Erwachsene // young adults; Kirche // church; Männer // men; Nordamerika // North America; Prävention // prevention; qualitative Forschung // qualitative research; qualitative Interviews // qualitative interviews; Religion // religion; Schwarz // Black; schwul // gay; Sexuell übertragbare Infektionen // sexually transmitted infections; sexuelle Gesundheit // sexual health; Survey // survey; USA // USA
1	0	0	809	Pingel, Emily Sweetnam; Thomas, Laura; Harmell, Chelsea; Bauermeister, Jose	Creating comprehensive, youth centered, culturally appropriate sex education: What do young gay, bisexual and questioning men want?	Sexuality Research and Social Policy	1 Sozialer Kontext; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche	Jugend // youth; Medien // media; queer // queer; sexuelle Gesundheit // sexual health
1	0	0	836	Pomerantz, S.; Raby, R.; Stefanik, A.	Girls Run the World?	Gender & Society	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 5 Adressat_innen; 5.2 Jugendliche	Geschlecht // gender; Jugend // youth; Mädchen // girls; Schule // school; Schulklima // school climate; Sexismus // sexism
0	0	1	604	Ponzetti, James J.	Evidence-based approaches to sexuality education		3 Fokus; 3.1 Sexualpädagogik	Forschungsergebnisse // research results; Methodologie // methodology; Sexuelle Bildung // sexuality education
0	0	0	1443	Poole, Jay; Gause, C. P.	Under Construction		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT	Christentum // christianity; Heteronormativität // heteronormativity; Narration // narrative; Nordamerika // North America; queer // queer; Rassismus // racism; Religion // religion; Sexualethik // sexual ethics; soziale Ungleichheit // social inequality; Sozialisation // socialization; Theorie // theory
0	0	1	2378	Popović, Stjepka	Child Sexual Abuse News	Journal of Child Sexual Abuse	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Einstellungen // attitudes; Forschungsergebnisse // research results; international // international; Kindesmissbrauch // child abuse; Literaturreview // literature review; Medien // media; Medienanalyse // media analysis
1	0	1	1846	Porta, Carolyn M.; Gower, Amy L.; Mehus, Christopher J.; Yu, Xiaohui; Saewyc, Elizabeth M.; Eisenberg, Marla E.	"Kicked out"	Journal of Adolescence	1 Sozialer Kontext; 1.1 Policies; 1.4 Identitäten; 1.4.2 LGBT; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung	Diskriminierung // discrimination; international // international; Jugend // youth; Kanada // Canada; Nordamerika // North America; Peergruppe // peer group; queer // queer; Sicherheit // safety; Toiletten // bathroom; USA // USA
0	0	0	1199	Poteat, V. Paul; Mereish, Ethan H.; DiGiovanni, Craig D.; Scheer, Jillian R.	Homophobic bullying		1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.1 Belästigung	Homofeindlichkeit // homophobia; Mobbing // bullying
0	0	1	798	Powell, Anastasia	Sex, Power and Consent		1 Sozialer Kontext; 1.2 Diskurse; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Jugend // youth; Konsens // consent; Macht // power; Sexualität // sexuality
0	0	0	1276	Powell, Anastasia; Henry, Nicola	Framing Sexual Violence Prevention: What does it Mean to Challenge a Rape Culture?		3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt	Prävention // prevention; Rape Culture // rape culture; Vergewaltigung // rape
1	0	1	2111	Powell, Amber Joy; Hlavka, Heather R.; Mulla, Sameena	Intersectionality and Credibility in Child Sexual Assault Trials	Gender & Society	1 Sozialer Kontext; 1.2 Diskurse; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.11 Sonstige; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.2 Extern; 6 Gewalt; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch; 6.5 Disclosure	Ethnizität // ethnicity; Ethnographie // ethnography; Forschungsergebnisse // research results; Gerichtsverhandlungen // judicial proceedings; Geschlecht // gender; Intersektionalität // intersectionality; Kinder // children; Macht // power; Nordamerika // North America; qualitative Forschung // qualitative research; sexueller Kindesmissbrauch // child sexual abuse; Soziale Schicht // social class; USA // USA
0	0	0	1885	Pradhan, Manas Ranjan; Ram, Usha	Perceived gender role that shape youth sexual behaviour	Journal of Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.3 Schicht; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Asien // Asia; Geschlechtsidentität // gender identity; Jugend // youth; sexuelles Verhalten // sexual behaviour; Soziale Schicht // social class
1	0	1	2202	Preble, Kathleen M.; Black, Beverly M.; Weisz, Arlene N.	Teens' and parents' perceived levels of helpfulness	Children and Youth Services Review	3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 5.3 Eltern und Familie; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 7 Sexualität; 7.1 Beziehungsgestaltung	Eltern // parents; Forschungsergebnisse // research results; Gesundheitswesen // public health; Gewalt in Beziehungen // dating violence; Jugend // youth; Menschenrechte // human rights; Nordamerika // North America; qualitative Forschung // qualitative research; soziale Unterstützung // social support; USA // USA
1	0	0	715	Preston, Marilyn J.	"They're just not mature right now"	Sex Education	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische FK; 6 Gewalt; 6.2 Art; 6.2.1 Belästigung; 6.2.5 Diskriminierung	Geschlecht // gender; Lehrer*innen // teachers; Mobbing // bullying; queer // queer; Schule // school
1	0	0	761	Priebe, Gisela; Bäckström, Martin; Ainsaar, Mare	Vulnerable adolescent participants’ experience in surveys on sexuality and sexual abuse	Child Abuse & Neglect	5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Ehtik // ethics; Forschungsergebnisse // research results; Forschungsethik // research ethics; Jugend // youth; Sexualität // sexuality; sexueller Kindesmissbrauch // child sexual abuse; Vergewaltigung // rape
0	0	1	1244	Prier, Darius D.	Schooling the Gendered Politics of Masculine Scripts in Black Popular Culture		1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.4 Ethnizität; 7 Sexualität	Ethnizität // ethnicity; Jugend // youth; Männlichkeit // masculinity; Medien // media; Medienanalyse // media analysis; Nordamerika // North America; Schule // school; Schwarz // Black
1	0	1	2409	Prino, Laura Elvira; Longobardi, Claudio; Settanni, Michele	Young Adult Retrospective Reports of Adverse Childhood Experiences: Prevalence of Physical, Emotional, and Sexual Abuse in Italy	Archives of Sexual Behavior	3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Europa // Europe; Folgen // long-term effects; Forschungsergebnisse // research results; Geschlecht // gender; Italien // Italy; junge Erwachsene // young adults; Kindesmissbrauch // child abuse; Prävalenz // prevalence; Survey // survey
0	0	0	244	Pritchard, Duncan; Graham, Nicola; Penney, Heather; Owen, Gwynne; Peters, Sandra; Mace, F. Charles	Multi-component behavioural intervention reduces harmful sexual behaviour in a 17-year-old male with autism spectrum disorder	Journal of Sexual Aggression	5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.4 Übergriff; 6.4 Resilienz	Aggression // aggression; Autismus // autism; Behandlung // treatment; Behinderung // disability; jugendliche Täter*innen // adolescent sex offender
1	0	1	2204	Prock, Kristen A.; Kennedy, Angie C.	Federally-funded transitional living programs and services for LGBTQ-identified homeless youth	Children and Youth Services Review	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.7 Kinder- und Jugendhilfe; 3 Fokus; 3.1 Sexualpädagogik	Forschungsergebnisse // research results; junge Erwachsene // young adults; Kinder- und Jugendhilfe // child welfare system; Nordamerika // North America; obdachlos // homeless; queer // queer; Survey // survey; USA // USA
0	0	0	1521	Pruulmann-Vengerfeldt, Pille; Runnel, Pille	Online opportunities		1 Sozialer Kontext; 1.3 Medien und Technologie; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder	Internet // Internet; Kinder // children; Medien // media
1	0	1	2036	Puckett, Jae A.; Newcomb, Michael E.; Ryan, Daniel T.; Swann, Greg; Garofalo, Robert; Mustanski, Brian	Internalized Homophobia and Perceived Stigma	Sexuality Research and Social Policy	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung; 6.3 Negative Folgen; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Drogenkonsum // substance consumption; Forschungsergebnisse // research results; Homofeindlichkeit // homophobia; Homosexualität // homosexuality; junge Erwachsene // young adults; Männer // men; Mentale Gesundheit // mental health; Nordamerika // North America; Risikoverhalten // risk behaviour; sexuelles Verhalten // sexual behaviour; Stigmatisierung // stigma; Survey // survey; USA // USA
0	0	0	1400	Pullen Sansfacon, Annie; Manning, Kimberley Ens	Maximising research outcomes for trans children and their families in Canada inquiry		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 5 Adressat_innen; 5.1 Kinder	Aktionsforschung // PAR; Eltern // parents; Jugend // youth; Kinder // children; Mentale Gesundheit // mental health; Methodologie // methodology; Nordamerika // North America; queer // queer; soziale Unterstützung // social support; Sozialisation // socialization; trans*ident // trans*
1	0	0	777	Pullman, Lesleigh E.; Seto, Michael C.	Assessment and treatment of adolescent sexual offenders	Child Abuse & Neglect	5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.4 Übergriff	Behandlung // treatment; jugendliche Täter*innen // adolescent sex offender
1	0	1	2076	Qian, Linliang	“Dangerous Adolescence”	Sexuality and Disability	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.11 Sonstige; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische FK; 5 Adressat_innen; 5.1 Kinder; 7 Sexualität; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Asien // Asia; Behinderung // disability; China // China; Ethnographie // ethnography; Forschungsergebnisse // research results; Heim // residential care; Kinder // children; kindliche Sexualität // childhood sexuality; qualitative Forschung // qualitative research; Sexualität // sexuality; Stigmatisierung // stigma
0	0	0	1278	Quadara, Antonia	The Everydayness of Rape: How Understanding Sexual Assault Perpetration Can Inform Prevention Efforts		3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.3 Vergewaltigung	Prävention // prevention; sexuelle Gewalt // sexual violence; Täter*in // offender; Vergewaltigung // rape
0	0	1	2261	Quarshie, Emmanuel Nii-Boye; Davies, Priscilla Ayebea; Badasu, Mawuena Ivanna Adzoa; Tagoe, Theophilus; Otoo, Pearl Ama; Afriyie, Patricia Opoku	Multiple perpetrator rape in Ghana	Journal of Sexual Aggression	3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.3 Vergewaltigung	Afrika // Africa; Forschungsergebnisse // research results; Frauen // women; Ghana // Ghana; Jugend // youth; Täter*in // offender; Vergewaltigung // rape
0	0	0	1459	Quayle, Ethel	Organisational issues and new technologies		1 Sozialer Kontext; 1.3 Medien und Technologie; 2 Institutioneller Kontext; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention	Organisation // organisation; Technologie // technology
1	0	0	1011	Quinlivan, Kathleen	Popular culture as emotional provocation	Sex Education	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 4 Fachkräfte; 4.1 Pädagogische FK; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.1 Belästigung; 6.2.5 Diskriminierung	Australien // Australia; Ethnographie // ethnography; heimlicher Lehrplan // hidden curriculum; Heteronormativität // heteronormativity; Männlichkeit // masculinity; Methodologie // methodology; Neuseeland // New Zealand; Popkultur // popular culture; queer // queer; Schule // school; Schüler*innen // pupils; Schulklima // school climate; Theorie // theory
1	0	0	1035	Quinlivan, Kathleen	The methodological im/possibilities of researching sexuality education in schools	Sex Education	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik	Australien // Australia; Ethnographie // ethnography; Forschungsergebnisse // research results; Heteronormativität // heteronormativity; Methodologie // methodology; queer // queer; Schule // school; Sexualerziehung // sex ed; Sexuelle Bildung // sexuality education
0	0	0	1260	Quinlivan, Kathleen	"Butterflies Starting a Tornado"		1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 2.2.3.1 Schulfächer; 2.2.3.1.3 AGs; 5 Adressat_innen; 5.2 Jugendliche	Aktivismus // activism; Australien // Australia; Fallanalyse // case analysis; Fokusgruppe // focus group; Heteronormativität // heteronormativity; Jugend // youth; qualitative Interviews // qualitative interviews; queer // queer; Schule // school; Schüler*innen // pupils
0	0	0	1317	Quinlivan, Kathleen	"What´s wrong with Porn?"		1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 3 Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Medien // media; Pornografie // pornography; Sexuelle Bildung // sexuality education; Vergnügen // pleasure
0	0	0	2364	Quinlivan, Kathleen	‘Getting It Right’?		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 1.4.4 Ethnizität; 3 Fokus; 3.1 Sexualpädagogik	Australien // Australia; Ethnizität // ethnicity; Forschungsergebnisse // research results; Geschlecht // gender; Neuseeland // New Zealand; qualitative Forschung // qualitative research; Rassismus // racism; Sexualerziehung // sex ed
