			Laufnummer	Autor, Herausgeber oder Institution	Titel	Zeitschrift/Zeitung	Kategorien	Schlagwörter
0	0	0	1781	Cox, Nele; Vanden Berghe, Wim; Dewaele, Alexis; Vincke, John	Acculturation strategies and mental health in gay, lesbian, and bisexual youth	Journal of Youth and Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 8 Forschung; 8.4 Ergebnisse	Bisexualität // bisexuality; Jugend // youth; lesbisch // lesbian; Mentale Gesundheit // mental health; schwul // gay; sexuelle Minderheit // sexual minority
0	0	0	1782	Baumgartner, Susanne E.; Valkenburg, Patti M.; Peter, Jochen	Assessing causality in the relationship between adolescents' risky sexual online behavior and their perceptions of this behavior	Journal of Youth and Adolescence	1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen; 8 Forschung; 8.4 Ergebnisse	Internet; Jugend // youth; Risiko // risk; Risikoverhalten // risk behaviour; sexuelles Verhalten // sexual behaviour; Vulnerabilität // vulnerability
0	0	0	1789	Froyum, Carissa M.	Making 'good girls'	Culture, Health & Sexuality	1 Sozialer Kontext; 1.4 Identitäten; 1.4.3 Schicht; 1.4.4 Ethnizität; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.2 Selbstbestimmung	Jugend // youth; Kinder // children; Männer // men; Nordamerika // North America; schwarz // black; Sexualerziehung // sex ed; Sexualethik // sexual ethics; Sexuelle Abstinenz // abstinence; Soziale Schicht // social class; Vulnerabilität // vulnerability
1	0	0	1798	O'Leary, P.; Tsui, M.-S.; Ruch, G.	The Boundaries of the Social Work Relationship Revisited	The British Journal of Social Work	1 Sozialer Kontext; 1.2 Diskurse; 2 Institutioneller Kontext; 2.1 Dynamiken; 4 Fachkräfte; 4.1 Intern; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 8 Forschung; 8.2 Theorie; 8.4 Ergebnisse	Grenzen // boundaries; Nähe-Distanz-Regulation // boundary management; Pädagogische Fachkräfte; Professionalität // professionality; Sozialisation // socialization
1	0	0	1799	Tabatabaie, Alireza	Childhood and adolescent sexuality, Islam, and problematics of sex education	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.5 Religion; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.1 Kinder; 5.2 Jugendliche; 7 Sexualität; 7.2 Selbstbestimmung	Islam; Jugend // youth; Kinder // children; Selbstbestimmung // agency; Sexualerziehung // sex ed; Sexualethik // sexual ethics; Sexuelle Bildung // sexuality education; sexuelle Rechte // sexual rights; sexuelles Verhalten // sexual behaviour
0	0	0	1807	Masson, H.; Hackett, Simon; Phillips, J.; Balfe, M.	Looking Back on the Long-Term Fostering and Adoption of Children with Harmful Sexual Behaviours	The British Journal of Social Work	2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.6 Jugendamt; 4 Fachkräfte; 4.2 Extern; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer	Betreuer*innen // caregiver; jugendliche Täter*innen // adolescent sex offender; Kinder- und Jugendhilfe // child welfare system
0	0	0	1808	Huang, Yu-Te; Souleymanov, Rusty	Rethinking Epistemological Debates and Transnationalism of Sexuality between the West and Taiwan	The British Journal of Social Work	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.4 Ethnizität; 7 Sexualität; 8 Forschung; 8.2 Theorie	Asien // Asia; Sexualkultur // sexuality culture; Soziale Arbeit // social work
1	0	0	1809	Green, Lorraine	The Trouble with Touch?	The British Journal of Social Work	2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.6 Jugendamt; 4 Fachkräfte; 4.1 Intern	Intimität // intimacy; Kinder- und Jugendhilfe // child welfare system; Nähe-Distanz-Regulation // boundary management; Pädagogische Fachkräfte; Soziale Arbeit // social work
0	0	0	1810	Schaub, Jason; Willis, Paul; Dunk-West, Priscilla	Accounting for Self, Sex and Sexuality in UK Social Workers’ Knowledge Base	The British Journal of Social Work	1 Sozialer Kontext; 1.2 Diskurse; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.6 Jugendamt; 4 Fachkräfte; 4.1 Intern; 4.2 Extern; 7 Sexualität	Europa // Europe; Heteronormativität // heteronormativity; Nähe-Distanz-Regulation // boundary management; Pädagogische Fachkräfte; Professionalität // professionality; Sexualität // sexuality; Sexualkultur // sexuality culture; Soziale Arbeit // social work
0	0	0	1811	Craig, Shelley L.; Dentato, Michael P.; Messinger, Lori; McInroy, Lauren B.	Educational Determinants of Readiness to Practise with LGBTQ Clients	The British Journal of Social Work	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 4 Fachkräfte; 4.1 Intern; 4.2 Extern	Heteronormativität // heteronormativity; Pädagogische Fachkräfte; Professionalität // professionality; sexuelle Minderheit // sexual minority; Soziale Arbeit // social work
0	0	0	1812	Martin, Jennifer	Child Sexual Abuse Images Online	The British Journal of Social Work	1 Sozialer Kontext; 1.3 Medien und Technologie; 4 Fachkräfte; 4.1 Intern; 4.2 Extern; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Kinderpornographie // child pornography; Pädagogische Fachkräfte; Professionalität // professionality; Soziale Arbeit // social work
0	0	0	1813	Cree, Viviene	‘Khaki Fever’ during the First World War	The British Journal of Social Work	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 7 Sexualität	Geschichte // history; Geschlecht // gender; Risiko // risk; Soziale Arbeit // social work
0	0	0	1814	Hallett, Sophie	‘An Uncomfortable Comfortableness’	The British Journal of Social Work	1 Sozialer Kontext; 1.2 Diskurse; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.6 Jugendamt; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 7 Sexualität; 7.2 Selbstbestimmung	Selbstbestimmung // agency; sexueller Kindesmissbrauch // child sexual abuse; Soziale Arbeit // social work
0	0	0	1815	Smith, Mark; Woodiwiss, Jo	Sexuality, Innocence and Agency in Narratives of Childhood Sexual Abuse	The British Journal of Social Work	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 7 Sexualität; 7.2 Selbstbestimmung	Geschlecht // gender; kindliche Sexualität // childhood sexuality; Mädchen // girls; Selbstbestimmung // agency; sexueller Kindesmissbrauch // child sexual abuse; sexuelles Verhalten // sexual behaviour; Soziale Arbeit // social work
1	0	0	1816	Melville-Wiseman, Janet	The Sexual Abuse of Vulnerable People by Registered Social Workers in England	The British Journal of Social Work	2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.6 Jugendamt; 4 Fachkräfte; 4.1 Intern; 4.2 Extern; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene	institutioneller Missbrauch // institutional abuse; Nähe-Distanz-Regulation // boundary management; Pädagogische Fachkräfte; sexuelle Gewalt // sexual violence; Täter*in // offender
0	0	0	1817	Kwhali, Josephine; Martin, Linda; Brady, Geraldine; Brown, Sarah J.	Child Sexual Abuse and Exploitation	The British Journal of Social Work	1 Sozialer Kontext; 1.1 Policies; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.1 Intern; 4.2 Extern; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.5 Disclosure	Disclosure; Pädagogische Fachkräfte; Professionalität // professionality; sexueller Kindesmissbrauch // child sexual abuse; Soziale Arbeit // social work
0	0	0	1818	Nothdurfter, Urban; Nagy, Andrea	Few and Far from Radical?	The British Journal of Social Work	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT	sexuelle Minderheit // sexual minority; Soziale Arbeit // social work; Übersicht // review
0	0	0	1819	Mul, Nick J.; McKenzie, Cameron; Khan, Maryam	Recognition and Legitimisation of Sexual Orientation and Gender Identity (SOGI) at the UN	The British Journal of Social Work	1 Sozialer Kontext; 1.1 Policies; 1.4 Identitäten; 1.4.2 LGBT; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung	Policies; sexuelle Minderheit // sexual minority
0	0	0	1820	Lee, Sally; Fenge, Lee-Ann	Sexual Well-Being and Physical Disability	The British Journal of Social Work	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Behinderung // disability; sexuelle Erfahrung // sexual experience
1	0	0	1821	Lavie-Ajayi, Maya	"It Will Continue to Embarrass Me on Some Level, and I Think that's OK"	The British Journal of Social Work	1.2 Diskurse; 4 Fachkräfte; 4.1 Intern; 4.2 Extern; 7 Sexualität	Europa // Europe; Pädagogische Fachkräfte; Professionalität // professionality; Sexualität // sexuality; Soziale Arbeit // social work; Tabu // taboo
0	0	0	1822	Turner, George W.; Crane, Betsy	Sexually Silenced No More, Adults with Learning Disabilities Speak Up	The British Journal of Social Work	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.6 Behinderungen; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung; 7 Sexualität; 7.2 Selbstbestimmung	Behinderung // disability; Selbstbestimmung // agency; sexuelle Rechte // sexual rights; Soziale Arbeit // social work; Stigmatisierung // stigma
0	0	0	1823	Firmin, Carlene; Warrington, Camille; Pearce, Jenny	Sexual Exploitation and Its Impact on Developing Sexualities and Sexual Relationships	The British Journal of Social Work	5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.2.4 Übergriff; 6.3 Negative Folgen; 6.4 Resilienz; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Folgen // long-term effects; Jugend // youth; Sexuelle Entwicklung // sexual development; sexuelle Gewalt // sexual violence
0	0	0	1824	Hafford-Letchfield, Trish; Cocker, Christine; Ryan, Peter; Melonowska, Justyna	Rights through Alliances	The British Journal of Social Work	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.1 Belästigung; 6.2.5 Diskriminierung; 7 Sexualität; 7.2 Selbstbestimmung	Europa // Europe; Mobbing // bullying; Schulklima // school climate; Selbstbestimmung // agency; sexuelle Minderheit // sexual minority; sexuelle Rechte // sexual rights; soziale Unterstützung // social support; Stigmatisierung // stigma
0	0	0	1825	Hicks, Stephen; Jeyasingham, Dharman	Social Work, Queer Theory and After	The British Journal of Social Work	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 7 Sexualität; 7.2 Selbstbestimmung	Queer Theory; Sexualität // sexuality; Soziale Arbeit // social work
0	0	0	1826	Bengtsson, T. T.	Performing Hypermasculinity	Men and Masculinities	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.10 Justizvollzugsanstalt; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.4 Übergriff	Europa // Europe; jugendliche Täter*innen // adolescent sex offender; Männlichkeit // masculinity
0	0	0	1827	Langa, Malose	The Value of Using a Psychodynamic Theory in Researching Black Masculinities of Adolescent Boys in Alexandra Township, South Africa	Men and Masculinities	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.3 Schicht; 1.4.4 Ethnizität; 5 Adressat_innen; 5.2 Jugendliche	Geschlechterrolle // gender role; Jungen // boys; Männlichkeit // masculinity; Soziale Schicht // social class; soziale Ungleichheit // social inequality; Sub-Sahara-Afrika // Sub-Saharan Africa
0	0	0	1829	Russell, Brenda L.; Oswald, Debra L.	When Sexism Cuts Both Ways	Men and Masculinities	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.1 Belästigung	Männer // men; Männlichkeit // masculinity; Nordamerika // North America; sexuelle Belästigung // sexual harassment; Student*innen // college students; Universität // college; Vergewaltigung // rape
0	0	0	1830	Anderson, E.; McCormack, M.	Cuddling and Spooning	Men and Masculinities	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 2.2.3.1 Schulfächer; 2.2.3.1.1 Sportunterricht; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität	Europa // Europe; Heteronormativität // heteronormativity; Intimität // intimacy; Jungen // boys; Körper // body; Männlichkeit // masculinity; Sport // sports; Sportunterricht // physical education
0	0	0	1831	Martino, Wayne J.; Cumming-Potvin, Wendy	Teaching about "Princess Boys" or Not	Men and Masculinities	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.2 Grundschule; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Intern; 5 Adressat_innen; 5.1 Kinder	Grundschule // elementary school; Jungen // boys; Lehrer*innen // Teachers; Männlichkeit // masculinity; Schulklima // school climate
0	0	0	1832	Peacock, Dean; Barker, Gary	Working with Men and Boys to Prevent Gender-based Violence	Men and Masculinities	1 Sozialer Kontext; 1.1 Policies; 1.2 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff	Global; Jungen // boys; Männer // men; Männlichkeit // masculinity; Policies; sexuelle Gewalt // sexual violence; Vergewaltigung // rape
0	0	0	1833	Bantjes, J.; Nieuwoudt, J.	Masculinity and Mayhem	Men and Masculinities	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.1 Belästigung; 7 Sexualität	Jungen // boys; Männlichkeit // masculinity; Schule // school; Schulklima // school climate; Sub-Sahara-Afrika // Sub-Saharan Africa
0	0	0	1834	Pavlakis, D.	Reputation and the Sexual Abuse of Boys	Men and Masculinities	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Europa // Europe; Geschichte // history; Jungen // boys; Männlichkeit // masculinity; sexueller Kindesmissbrauch // child sexual abuse; Vergewaltigung // rape
0	0	0	1835	Vandenbosch, Laura; Eggermont, Steven	Sexualization of Adolescent Boys	Men and Masculinities	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität	Jungen // boys; Medien // media; Pornografie // pornography; Sexualisierung // sexualization
0	0	0	1836	Allen, Louisa	Boys as Sexy Bodies	Men and Masculinities	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität	Jungen // boys; Körper // body; Männlichkeit // masculinity; Schule // school; Schulklima // school climate
0	0	0	1837	Piccigallo, Jaqueline R.; Lilley, Terry G.; Miller, Susan L.	"It's Cool to Care about Sexual Violence"	Men and Masculinities	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.4 Übergriff	Männer // men; Männlichkeit // masculinity; Prävention // prevention; sexuelle Gewalt // sexual violence; Student*innen // college students; Vergewaltigung // rape; Verhütung // contraception
0	0	0	1838	Manninen, Sari; Huuki, Tuija; Sunnari, Vappu	Earn Yo' Respect!	Men and Masculinities	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 5 Adressat_innen; 5.2 Jugendliche	Europa // Europe; Geschlechterrolle // gender role; Jungen // boys; Männlichkeit // masculinity; Schule // school; Schulklima // school climate
0	0	0	1839	Norman, Moss E.	Embodying the Double-Bind of Masculinity	Men and Masculinities	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.2 Jugendliche	Diskurs // discourse; Geschlechterrolle // gender role; Jungen // boys; Männlichkeit // masculinity; Nordamerika // North America
1	0	0	1840	Fair, Brian	Constructing Masculinity through Penetration Discourse	Men and Masculinities	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 2.2.3.1 Schulfächer; 2.2.3.1.1 Sportunterricht; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung	Geschlechterrolle // gender role; Männlichkeit // masculinity; Schule // school; Schulklima // school climate; Sport // sports; Sportunterricht // physical education
0	0	0	1841	Marcell, Arik V.; Eftim, Sorina E.; Sonenstein, Freya L.; Pleck, Joseph H.	Associations of Family and Peer Experiences with Masculinity Attitude Trajectories at the Individual and Group Level in Adolescent and Young Adult Males	Men and Masculinities	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.2 Jugendliche	Jugend // youth; Jungen // boys; Männer // men; Männlichkeit // masculinity; Sexuelle Entwicklung // sexual development
0	0	0	1842	Johnson, Brooke	A Few Good Boys	Men and Masculinities	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 5 Adressat_innen; 5.2 Jugendliche	Ethnizität // ethnicity; Geschlechterrolle // gender role; Jungen // boys; Männlichkeit // masculinity; Nordamerika // North America; Schule // school; Schulklima // school climate; schwarz // black; Sprache // language
0	0	0	1843	Goodrum, Nada M.; Armistead, Lisa P.; Tully, Erin C.; Cook, Sarah L.; Skinner, Donald	Parenting and youth sexual risk in context	Journal of Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.3 Schicht; 1.4.4 Ethnizität; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 5.3 Eltern und Familie; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Eltern // parents; Familie // family; Risiko // risk; Risikofaktoren // risk factors; schwarz // black; Sexuell übertragbare Infektionen // sexually transmitted infections; Soziale Schicht // social class; soziale Ungleichheit // social inequality; Sub-Sahara-Afrika // Sub-Saharan Africa; Vulnerabilität // vulnerability
0	0	0	1844	van Ouytsel, Joris; Ponnet, Koen; Walrave, Michel	The associations of adolescents' dating violence victimization, well-being and engagement in risk behaviors	Journal of Adolescence	3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.4 Übergriff; 7 Sexualität; 7.1 Beziehungsgestaltung	Drogenkonsum // substance consumption; Europa // Europe; Gewalt in Beziehungen // dating violence; Jugend // youth; jugendliche Täter*innen // adolescent sex offender; Peers; Risiko // risk; Risikofaktoren // risk factors; Risikoverhalten // risk behaviour
0	0	0	1845	Dessel, Adrienne B.; Kulick, Alex; Wernick, Laura J.; Sullivan, Daniel	The importance of teacher support	Journal of Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 4 Fachkräfte; 4.1 Intern; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung	Heteronormativität // heteronormativity; Lehrer*innen // Teachers; Nähe-Distanz-Regulation // boundary management; Nordamerika // North America; Professionalität // professionality; Schüler*innen // pupils; Schulklima // school climate; sexuelle Minderheit // sexual minority; Sexuelle Orientierung // sexual orientation; Sprache // language
0	0	0	1846	Porta, Carolyn M.; Gower, Amy L.; Mehus, Christopher J.; Yu, Xiaohui; Saewyc, Elizabeth M.; Eisenberg, Marla E.	"Kicked out"	Journal of Adolescence	1 Sozialer Kontext; 1.1 Policies; 1.4 Identitäten; 1.4.2 LGBT; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung	Diskriminierung // discrimination; Jugend // youth; Nordamerika // North America; sexuelle Minderheit // sexual minority
0	0	0	1848	Caiozzo, Christina N.; Houston, Jessica; Grych, John	Predicting aggression in late adolescent romantic relationships	Journal of Adolescence	3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.4 Übergriff; 7 Sexualität; 7.1 Beziehungsgestaltung	Aggression; Gewalt in Beziehungen // dating violence; Jugend // youth; Nordamerika // North America; Risiko // risk; Risikofaktoren // risk factors; Risikoverhalten // risk behaviour; Student*innen // college students; Vergewaltigung // rape
0	0	0	1849	Smith-Darden, Joanne P.; Reidy, Dennis E.; Kernsmith, Poco D.	Adolescent stalking and risk of violence	Journal of Adolescence	5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff	Jugend // youth; Risiko // risk; sexuelle Belästigung // sexual harassment
0	0	0	1850	Sorhaindo, Annik; Bonell, Chris; Fletcher, Adam; Jessiman, Patricia; Keogh, Peter; Mitchell, Kirstin	Being targeted	Journal of Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.3 Schicht; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Ethnizität // ethnicity; Mädchen // girls; Nordamerika // North America; Schule // school; Schwangerschaft // pregnancy; schwarz // black; Soziale Schicht // social class; soziale Ungleichheit // social inequality; Stereotype // stereotypes
0	0	0	1851	Carter, Rona; Williams, Sandra	Self-perceptions of pubertal timing and patterns of peer group activities and dating behavior among heterosexual adolescent girls	Journal of Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.3 Sexuelle Erfahrungen	Heterosexualität // heterosexuality; Jugend // youth; Liebesbeziehung // romantic relationship; Mädchen // girls; Nordamerika // North America; Peers; Pubertät // Puberty
0	0	0	1852	Beckmeyer, Jonathon J.	Comparing the associations between three types of adolescents' romantic involvement and their engagement in substance use	Journal of Adolescence	5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung	Drogenkonsum // substance consumption; Jugend // youth; Liebesbeziehung // romantic relationship; Nordamerika // North America; Risiko // risk; Risikoverhalten // risk behaviour
0	0	0	1853	Coyne, Sarah M.; Padilla-Walker, Laura M.	Sex, violence, & rock n' roll	Journal of Adolescence	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Jugend // youth; Medien // media; Risikofaktoren // risk factors; Sexualisierung // sexualization; sexuelles Verhalten // sexual behaviour
0	0	0	1854	Livingston, Jennifer A.; Testa, Maria; Windle, Michael; Bay-Cheng, Laina Y.	Sexual risk at first coitus	Journal of Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Drogenkonsum // substance consumption; Jugend // youth; Mädchen // girls; Risiko // risk; Vergewaltigung // rape
0	0	0	1855	Moosmann, Danyel A. V.; Roosa, Mark W.	Exploring Mexican American adolescent romantic relationship profiles and adjustment	Journal of Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.4 Ethnizität; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung	Ethnizität // ethnicity; Jugend // youth; Latinx; Liebesbeziehung // romantic relationship; Nordamerika // North America
0	0	0	1856	Kelly, Angela; Worth, Heather; Akuani, Frances; Kepa, Barbara; Kupul, Martha; Walizopa, Lucy; Emori, Rebecca; Cangah, Brenda; Mek, Agnes; Nosi, Somu; Pirpir, Lawrencia; Keleba, Kritoe; Siba, Peter	Gendered talk about sex, sexual relationships and HIV among young people in Papua New Guinea	Culture, Health & Sexuality	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.3 Sexuelle Erfahrungen	Australien // Australia; Beziehungsgestaltung // relationships; Geschlecht // gender; Sexuell übertragbare Infektionen // sexually transmitted infections; sexuelles Verhalten // sexual behaviour; Sprache // language
0	0	0	1857	Hyde, Abbey; Carney, Marie; Drennan, Jonathan; Butler, Michelle; Lohan, Maria; Howlett, Etaoine	The silent treatment	Culture, Health & Sexuality	1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 5.3 Eltern und Familie; 7 Sexualität; 7.1 Beziehungsgestaltung	Eltern // parents; Europa // Europe; Jugend // youth; Sexualität // sexuality; Sexuelle Bildung // sexuality education; Tabu // taboo
