			Autor, Herausgeber oder Institution	Jahr ermittelt	Dokumententyp	Zeitschrift/Zeitung	Titel	Kategorien	Schlagwörter	Laufnummer
0	0	0	Liotta, Lindsay; Springer, Craig; Misurell, Justin R.; Block-Lerner, Jennifer; Brandwein, David	2015	Zeitschriftenaufsatz	Journal of Child Sexual Abuse	Group treatment for child sexual abuse	1 Sozialer Kontext; 1.4 Identitäten; 1.4.4 Ethnizität; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.3 Negative Folgen	Child Behavior/psychology; Child, Preschool; Cognitive Therapy/methods; Female; Humans; Kinder; Latinx; Male; Play Therapy/methods; Poverty/psychology; Psychotherapy, Group/methods; Referral and Consultation; schwarz // black; sexueller Kindesmissbrauch; Treatment Outcome; Vulnerable Populations	1568
1	0	0	Malón, Agustín	2015	Zeitschriftenaufsatz	Archives of Sexual Behavior	Adult–Child Sex and the Limits of Liberal Sexual Morality	1 Sozialer Kontext; 1.2 Diskurse; 5 Adressat_innen; 5.1 Kinder; 7 Sexualität; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Kinder; Konsens // consent; Moral; Pädosexualität // pedosexuality; Sexueller Missbrauch // sexual abuse	660
1	0	0	Martinello, Emily	2015	Zeitschriftenaufsatz	Sexuality and Disability	Reviewing Risks Factors of Individuals with Intellectual Disabilities as Perpetrators of Sexually Abusive Behaviors	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 3 Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.2 Missbrauch	Behinderung // disability; Intervention // intervention; Prävention // prevention; Risikofaktoren // risk factors; Sexueller Missbrauch // sexual abuse	1140
0	0	0	Moss, Donald	2015	Beitrag in …		Sexual aberrations: do we still need the concept? If so, when and why? If not, why not?	1 Sozialer Kontext; 1.2 Diskurse; 7 Sexualität; 8 Forschung; 8.2 Theorie	Diskurs // discourse; sexuelles Verhalten // sexual behaviour	1414
1	0	0	Murphy, Meghan	2015	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	How organisational culture influences teachers' support of openly gay, lesbian and bisexual students	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2.3 Schule; 3 Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Intern; 5 Adressat_innen; 5.2 Jugendliche	Organisationskultur // organisational culture; queer; Schule // school	677
1	0	0	Mustanski, Brian; Greene, George J.; Ryan, Daniel; Whitton, Sarah W.	2015	Zeitschriftenaufsatz	The Journal of Sex Research	Feasibility, Acceptability, and Initial Efficacy of an Online Sexual Health Promotion Program for LGBT Youth	1 Sozialer Kontext; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.2 LGBT; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche	Internet; queer; Sexualerziehung // sex ed; Sexuelle Bildung // sexuality education; sexuelle Gesundheit // sexual health	731
1	0	0	Nielsena, Silja; Paasonen, Susanna; Spišák, Sanna	2015	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	‘Pervy role-play and such’	1 Sozialer Kontext; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung	Internet; Mädchen // girls; Sexting // sexting	678
1	0	0	Ojanen, Timo Tapani; Boonmongkon, Pimpawun; Samakkeekarom, Ronnapoom; Samoh, Nattharat; Cholratana, Mudjalin; Guadamuz, Thomas Ebanan	2015	Zeitschriftenaufsatz	Child Abuse & Neglect	Connections between online harassment and offline violence among youth in Central Thailand	1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.1 Belästigung	Gewalt // violence; Internet; Jugendliche und junge Erwachsene; sexuelle Belästigung // sexual harassment	770
1	0	0	Oliver, Brian E.; Holmes, Laura	2015	Zeitschriftenaufsatz	Journal of Child Sexual Abuse	Female Juvenile Sexual Offenders	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.2 Missbrauch	Frauen // women; Intervention // intervention; jugendliche Täter*innen // adolescent sex offender; Prävention // prevention; Sexueller Missbrauch // sexual abuse; Täter*in // offender	1101
0	0	0	Ozyegin, Gul	2015	Buch (Monographie)		New desires, new selves	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 1.4.4 Ethnizität; 1.4.5 Religion; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität	Ethnizität // ethnicity; Geschlechterrolle // gender role; Gesellschaft // society; Heteronormativität // heteronormativity; Homofeindlichkeit // homophobia; Homosexualität; Identität // identity; Islam; Jugendliche und junge Erwachsene; Männlichkeit // masculinity; queer; soziale Ungleichheit und/oder Gerechtigkeit // social inequality and/or justice; Sozialisation // socialization; Weiblichkeit // femininity	1191
1	0	0	Preston, Marilyn J.	2015	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	‘They're just not mature right now’: teachers' complicated perceptions of gender and anti-queer bullying	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Intern; 6 Gewalt; 6.2 Art; 6.2.1 Belästigung; 6.2.5 Diskriminierung	Geschlecht // gender; Lehrer*innen // Teachers; Mobbing // bullying; queer; Schule // school	715
0	0	0	Pullen Sansfacon, Annie; Manning, Kimberley Ens	2015	Beitrag in …		Maximising research outcomes for trans children and their families in Canada inquiry	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 5 Adressat_innen; 5.1 Kinder; 8 Forschung; 8.3 Methodologie	Eltern; Jugendliche und junge Erwachsene; Kinder; Psychische Gesundheit; queer; Soziale Arbeit und Dienste // social work and services; soziale Unterstützung // social support; trans*ident // trans*	1400
1	0	1	Rassenhofer, Miriam; Zimmer, Andreas; Spröber, Nina; Fegert, Jörg M.	2015	Zeitschriftenaufsatz	Child Abuse & Neglect	Child sexual abuse in the Roman Catholic Church in Germany: Comparison of victim-impact data collected through church-sponsored and government-sponsored programs	1 Sozialer Kontext; 1.4 Identitäten; 1.4.5 Religion; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.5 Disclosure	Beschwerdemanagement // complaint management; Empowerment // empowerment; Geistliche // clergy; Katholizismus // catholicism; Offenlegung // disclosure; sexueller Kindesmissbrauch	781
0	0	0	Saltzburg, Susan	2015	Beitrag in …		Pedagogy for unpacking heterosexist and cisgender bias in social work education in the United States	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.5 Universität; 4 Fachkräfte; 4.1 Intern	Heteronormativität // heteronormativity; Pädagog*innen // educators; Pädagogik // pedagogy; queer; Soziale Arbeit und Dienste // social work and services; Student*innen // college students; Universität // college university	1399
1	0	0	Schmidt, Sandra J.	2015	Zeitschriftenaufsatz	Journal of Curriculum Studies	A queer arrangement of school	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule	queer	685
1	0	0	Seelman, Kristie L.; Forge, Nicholas; Walls, N. Eugene; Bridges, Nadine	2015	Zeitschriftenaufsatz	Children and Youth Services Review	School engagement among LGBTQ high school students	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 2.2.3.1 Schulfächer; 2.2.3.1.3 AGs; 5 Adressat_innen; 5.2 Jugendliche	queer; Schule // school; soziale Unterstützung // social support	894
0	0	0	Shariff, Shaheen	2015	Buch (Monographie)		Sexting and cyberbullying	1 Sozialer Kontext; 1.1 Policies; 1.2 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 3 Fokus; 3.2 Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.1 Belästigung; 6.2.4 Übergriff; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Geschlecht // gender; Internet; Jugendliche und junge Erwachsene; Mobbing // bullying; Policies; Politik // politics; Popkultur // popular culture; Prävention // prevention; Rape Culture; Schulklima // school climate; Sexting // sexting; Sozialisation // socialization; Strafrecht // criminal justice	1107
1	0	0	Snapp, Shannon D.; McGuire, Jenifer K.; Sinclair, Katarina O.; Gabrion, Karlee; Russell, Stephen T.	2015	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	LGBTQ-inclusive curricula	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule	Curriculum; Inklusion // inclusion; Mobbing // bullying; queer; Schulklima // school climate	1044
1	0	0	Tsaliki, Liza	2015	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	Popular culture and moral panics about ‘children at risk’	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.1 Kinder; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Identität // identity; Kinder; Mädchen // girls; Medien // media; Panik // panics; Popkultur // popular culture; Sexualisierung // sexualization	1045
1	0	0	Vaillancourt-Morel, Marie-Pier; Godbout, Natacha; Labadie, Chloé; Runtz, Marsha; Lussier, Yvan; Sabourin, Stéphane	2015	Zeitschriftenaufsatz	Child Abuse & Neglect	Avoidant and compulsive sexual behaviors in male and female survivors of childhood sexual abuse	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.3 Negative Folgen; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Folgen // long-term effects; sexueller Kindesmissbrauch; sexuelles Verhalten // sexual behaviour	763
1	0	0	Vares, Tiina; Jackson, Sue	2015	Zeitschriftenaufsatz	Gender and Education	Preteen girls, magazines, and the negotiation of young sexual femininity	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.2 Jugendliche	Jugendliche und junge Erwachsene; Mädchen // girls; Medien // media; Sexualisierung // sexualization; Sexualität // sexuality	823
1	0	0	Wilkinson, Verity J.; Theodore, Kate; Raczka, Roman	2015	Zeitschriftenaufsatz	Sexuality and Disability	‘As Normal as Possible’	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 1.4.6 Behinderungen; 4 Fachkräfte; 4.2 Extern; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.2 Selbstbestimmung	Behinderung // disability; Betreuer*innen // caregiver; Identität // identity; Jugendliche und junge Erwachsene; queer; Sexuelle Entwicklung // sexual development; Sexuelle Orientierung // sexual orientation; Soziale Arbeit und Dienste // social work and services	1139
1	0	0	Wilson, Bianca; Kastanis, Angeliki A.	2015	Zeitschriftenaufsatz	Children and Youth Services Review	Sexual and gender minority disproportionality and disparities in child welfare	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 1.4.3 Schicht; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.6 Jugendamt; 5 Adressat_innen; 5.2 Jugendliche	Geschlecht // gender; Kinder- und Jugendhilfesystem // child welfare system	892
0	0	1	Winter, Elizabeth A.; Elze, Diane E.; Saltzburg, Susan; Rosenwald, Mitchell	2015	Beitrag in …		Social services for LGBT young people in the United States	1 Sozialer Kontext; 1.1 Policies; 1.4 Identitäten; 1.4.2 LGBT; 5 Adressat_innen; 5.2 Jugendliche	Bisexualität // bisexuality; Jugendliche und junge Erwachsene; lesbisch // lesbian; schwul // gay; Soziale Arbeit und Dienste // social work and services; trans*ident // trans*	1393
1	0	0	Wissink, Inge B.; Vugt, Eveline van; Moonen, Xavier; Stams, Geert Jan; Hendriks, Jan	2015	Zeitschriftenaufsatz	Research in Developmental Disabilities	Sexual abuse involving children with an intellectual disability (ID): a narrative review	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.7 Heim(gruppen); 3 Fokus; 3.2 Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Behinderung // disability; Heim // residential care; Kinder; Sexueller Missbrauch // sexual abuse	1134
1	0	0	Ybarra, Michele L.; Mitchell, Kimberly J.; Palmer, Neal A.; Reisner, Sari L.	2015	Zeitschriftenaufsatz	Child Abuse & Neglect	Online social support as a buffer against online and offline peer and sexual victimization among U.S. LGBT and non-LGBT youth	1 Sozialer Kontext; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.2 LGBT; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff	Internet; Jugendliche und junge Erwachsene; queer; sexuelle Belästigung // sexual harassment; soziale Unterstützung // social support	788
1	0	0	Abbott, Keeley; Ellis, Sonja J.; Abbott, Rachel	2016	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	""We’ve got a lack of family values""	1 Sozialer Kontext; 1.4 Identitäten; 1.4.3 Schicht; 2 Institutioneller Kontext; 2.2.3 Schule; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Intern; 7 Sexualität	Curriculum; Diskurs // discourse; Jugendliche und junge Erwachsene; Lehrer*innen // Teachers; Sexualerziehung // sex ed; Sexuelle Abstinenz // abstinence; Sexuelle Bildung // sexuality education; sexuelle Gesundheit // sexual health; sexuelles Risiko // sexual risk; soziale Ungleichheit und/oder Gerechtigkeit // social inequality and/or justice; Vulnerabilität // vulnerability	1050
1	0	1	Alessi, Edward J.; Kahn, Sarilee; Chatterji, Sangeeta	2016	Zeitschriftenaufsatz	Child Abuse & Neglect	`The darkest times of my life’	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 1.4.4 Ethnizität; 5 Adressat_innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Kinder- und Jugendschutz // child protection; Kindesmissbrauch // child abuse; Migration; queer; sexueller Kindesmissbrauch	778
1	0	0	Anderson, Gwendolyn D.	2016	Zeitschriftenaufsatz	Journal of Child Sexual Abuse	The Continuum of Disclosure	1 Sozialer Kontext; 1.4 Identitäten; 1.4.4 Ethnizität; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.5 Disclosure; 8 Forschung; 8.3 Methodologie; 8.4 Ergebnisse	Offenlegung // disclosure; sexueller Kindesmissbrauch	1092
1	0	0	Anderson, Jane	2016	Zeitschriftenaufsatz	Journal of Child Sexual Abuse	Socialization Processes and Clergy Offenders	1 Sozialer Kontext; 1.2 Diskurse; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.9 Kirche; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch; 8 Forschung; 8.2 Theorie	Eltern; Geistliche // clergy; Katholizismus // catholicism; Männlichkeit // masculinity; sexueller Kindesmissbrauch; Sozialisation // socialization; Täter*in // offender	1360
0	0	0	Bhana, D.	2016	Zeitschriftenaufsatz	Childhood	'Sex isnt better than love	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.4 Ethnizität; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.2 Selbstbestimmung	Jugendliche und junge Erwachsene; Liebe // love; Sex // sex; Wünsche // desires	1654
0	0	0	Blackman, Jerome S.; Dring, Kathleen	2016	Buch (Monographie)		Sexual aggression against children	1 Sozialer Kontext; 1.1 Policies; 1.4 Identitäten; 1.4.1 Gender; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art	Gesetzlich / legal; Pädosexualität // pedosexuality; sexueller Kindesmissbrauch; Sexueller Missbrauch // sexual abuse; Täter*in // offender; Therapie // therapy	1055
1	0	0	Cameron-Lewis, Vanessa	2016	Zeitschriftenaufsatz	Gender and Education	Escaping oppositional thinking in the teaching of pleasure and danger in sexuality education	1 Sozialer Kontext; 1.2 Diskurse; 2 Institutioneller Kontext; 3 Fokus; 3.1 Sexualpädagogik	Sexuelle Bildung // sexuality education; Vergnügen // pleasure	821
1	0	0	Campregher, Julia; Jeglic, Elizabeth L.	2016	Zeitschriftenaufsatz	Journal of Child Sexual Abuse	Attitudes Toward Juvenile Sex Offender Legislation: The Influence of Case-Specific Information	1 Sozialer Kontext; 1.2 Diskurse; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.5 Disclosure	Alter // age; Geschlecht // gender; Opfer // victim; soziale Unterstützung // social support	1094
0	0	0	Carrigan Wooten, Sara	2016	Beitrag in …		Heterosexist Discourses	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.5 Universität; 3 Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff; 8 Forschung; 8.2 Theorie; 8.4 Ergebnisse	Aggression; Diskurs // discourse; Feminismus // feminism; Forschung; Frauen // women; queer; Rape Culture; Universität // college university	1210
0	0	0	Carrigan Wooten, Sara; Mitchell, Roland W.	2016	Buch (Sammelwerk)		The crisis of campus sexual violence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.5 Universität; 3 Fokus; 3.2 Gewaltprävention; 6 Gewalt	Bildungspolititk // education policies; Diskurs // discourse; Feminismus // feminism; Forschung; Prävention // prevention; Rape Culture; sexuelle Gewalt // sexual violence; Student*innen // college students; Universität // college university	946
0	0	1	Castillo, Victoria A.	2016	Beitrag in …		Introduction to “In Conversation on Female Genital Cutting”:	1 Sozialer Kontext; 1.1 Policies; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.4 Ethnizität; 1.4.5 Religion; 7 Sexualität; 7.2 Selbstbestimmung	Genitalbeschneidung // Genital cutting; Geschlecht // gender; Geschlechterrolle // gender role; Gesellschaft // society; Interkulturell // intercultural; Intersektionalität // intersectionality; Islam; Körper // body; Weiblichkeit // femininity	1463
1	0	0	Castro, Ángel	2016	Zeitschriftenaufsatz	Sexuality Research and Social Policy	Sexual Behavior and Sexual Risks Among Spanish University Students	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.5 Universität; 3 Fokus; 3.2 Gewaltprävention	Geschlecht // gender; Opfer // victim; queer; Sexuell übertragbare Infektionen // sexually transmitted infections; sexuelles Risiko // sexual risk; sexuelles Verhalten // sexual behaviour; Student*innen // college students; Universität // college university; Vulnerabilität // vulnerability	802
1	0	0	Choi, HyeJeong; Ouytsel, Joris van; Temple, Jeff R.	2016	Zeitschriftenaufsatz	Journal of Adolescence	Association between sexting and sexual coercion among female adolescents	1 Sozialer Kontext; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.2 Jugendliche	Jugendliche und junge Erwachsene; Mädchen // girls; Risikoverhalten // risk behavior; Sexting // sexting; sexuelle Gewalt // sexual violence; sexuelles Risiko // sexual risk; sexuelles Verhalten // sexual behaviour	1358
0	0	0	Corona, Laura L.; Fox, Stephanie A.; Christodulu, Kristin V.; Worlock, Jane Ann	2016	Zeitschriftenaufsatz	Sexuality and Disability	Providing Education on Sexuality and Relationships to Adolescents with Autism Spectrum Disorder and Their Parents	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 5.3 Eltern; 7 Sexualität; 7.1 Beziehungsgestaltung	Autismus // autism; Eltern; Jugendliche und junge Erwachsene; Sexualität // sexuality; Sexuelle Bildung // sexuality education	1645
1	0	0	Das, Aniruddha; Otis, Nicholas	2016	Zeitschriftenaufsatz	Archives of Sexual Behavior	Sexual Contact in Childhood, Revictimization, and Lifetime Sexual and Psychological Outcomes	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.3 Negative Folgen; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Erwachsene; Kinder; Psychische Gesundheit; Revictimisierung // revictimization; sexuelle Erfahrung // sexual experience; sexueller Kindesmissbrauch	661
0	0	0	Drobac, Jennifer Ann	2016	Buch (Monographie)		Sexual exploitation of teenagers	1 Sozialer Kontext; 1.1 Policies; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.4 Ethnizität; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.1 Belästigung; 6.2.4 Übergriff	Gesetzlich / legal; Jugendliche und junge Erwachsene; Konsens // consent; Policies; sexuelle Belästigung // sexual harassment; Sexuelle Entwicklung // sexual development; sexuelle Gewalt // sexual violence	1112
0	0	0	Farr, Rachel H.; Crain, Emily E.; Oakley, M. K.; Cashen, Krystal K.; Garber, Karin J.	2016	Zeitschriftenaufsatz	Journal of Youth and Adolescence	Microaggressions, Feelings of Difference, and Resilience Among Adopted Children with Sexual Minority Parents	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 5 Adressat_innen; 5.1 Kinder; 5.3 Eltern	Aggression; Eltern; Kinder; lesbisch // lesbian; Resilienz // resilience; schwul // gay; sexuelle Minderheit // sexual minority	1722
0	0	0	Flannery, Dustin D.; Stephens, Clare L.; Thompson, Amy D.	2016	Zeitschriftenaufsatz	Journal of Child Sexual Abuse	The Impact of High-Profile Sexual Abuse Cases in the Media on a Pediatric Emergency Department	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.2 Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 8 Forschung; 8.3 Methodologie; 8.4 Ergebnisse	Child, Preschool; Delaware; Emergency Service, Hospital/statistics & numerical data; Female; Hospitals, Pediatric/statistics & numerical data; Humans; Jugendliche und junge Erwachsene; Kinder; Male; Mass Media; Retrospective Studies; sexueller Kindesmissbrauch; Time Factors	1560
1	0	0	Frawley, Patsie; Wilson, Nathan J.	2016	Zeitschriftenaufsatz	Sexuality and Disability	Young People with Intellectual Disability Talking About Sexuality Education and Information	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.2 Selbstbestimmung	Behinderung // disability; Geschlecht // gender; Jugendliche und junge Erwachsene; Sexuelle Bildung // sexuality education	1371
1	0	1	Fromuth, Mary Ellen; Kelly, David B.; Brallier, Courtney; Williams, Matthew; Benson, Kate	2016	Zeitschriftenaufsatz	Journal of Child Sexual Abuse	Effects of Duration on Perceptions of Teacher Sexual Misconduct	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 4 Fachkräfte; 4.1 Intern; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch	Einstellungen // attitudes; Geschlecht // gender; Jugendliche und junge Erwachsene; Lehrer*innen // Teachers; Sexueller Missbrauch // sexual abuse; Strafrecht // criminal justice	1097
1	0	0	Garland-Levett, Sarah	2016	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	Exploring discursive barriers to sexual health and social justice in the New Zealand sexuality education curriculum	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 3 Fokus; 3.1 Sexualpädagogik; 7 Sexualität	Bildungspolititk // education policies; Curriculum; Schule // school; Sexuelle Bildung // sexuality education; sexuelle Gesundheit // sexual health	1344
1	0	1	Graham, Laurie M.; Lanier, Paul; Johnson-Motoyama, Michelle	2016	Zeitschriftenaufsatz	Children and Youth Services Review	National profile of Latino/Latina children reported to the child welfare system for sexual abuse	1 Sozialer Kontext; 1.4 Identitäten; 1.4.4 Ethnizität; 3 Fokus; 3.2 Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Ethnizität // ethnicity; Kindesmissbrauch // child abuse; Latinx; queer; Risikofaktoren // risk factors; sexueller Kindesmissbrauch	890
0	0	0	Huitema, Anneloes; Vanwesenbeeck, Ine	2016	Zeitschriftenaufsatz	Journal of Sexual Aggression	Attitudes of Dutch citizens towards male victims of sexual coercion by a female perpetrator	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 8 Forschung; 8.4 Ergebnisse	Einstellungen // attitudes; Geschlecht // gender; Täter*in // offender	241
0	0	0	Ingevaldson, Sara; Goulding, Anneli; Tidefors, Inga	2016	Zeitschriftenaufsatz	Journal of Sexual Aggression	Experiences of intimate relationships in young men who sexually offended during adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 7 Sexualität; 7.1 Beziehungsgestaltung; 8 Forschung; 8.3 Methodologie; 8.4 Ergebnisse	Beziehungsgestaltung // relationships; jugendliche Täter*innen // adolescent sex offender; Männer // men	246
0	0	0	Iverson, Susan V.	2016	Beitrag in …		A Policy Discourse Analysis of Sexual Assault Policies in Higher Education	1 Sozialer Kontext; 1.2 Diskurse; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.5 Universität; 3 Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff	Policies; Prävention // prevention; Rape Culture; sexuelle Gewalt // sexual violence; Universität // college university; Victim-blaming // victim-blaming	1327
1	0	0	Kaltiala-Heino, Riittakerttu; Fröjd, Sari; Marttunen, Mauri	2016	Zeitschriftenaufsatz	Child Abuse & Neglect	Sexual harassment victimization in adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.3 Schicht; 5 Adressat_innen; 5.2 Jugendliche; 5.3 Eltern; 6 Gewalt; 6.2 Art; 6.2.1 Belästigung	Familie // family; Jugendliche und junge Erwachsene; sexuelle Belästigung // sexual harassment	773
